Hat,Robe,Boots,Wand,Athame,Amulet,Ring,Pet,Mount,Deck,Max Health,Damage,Flat Damage,Resistance,Flat Resistance,Accuracy,Critical Rating,Critical Block Rating,Armor Piercing,Stun Resistance,Incoming Healing,Outgoing Healing,Pip Conversion Rating,Power Pip Chance,Shadow Pip Rating,Archmastery Rating,Enchant Damage,Gear Set,Adjusted Health,Balanced Rating,Mob R1 Dmg,Mob HighRes R1 Dmg,Boss R1 Dmg
Jade Hood of Mystery (Level 100+) (No Pins),Burrower's Divination Robe (Level 160+) (No Pins),Dragoon's Shocking Boots (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),8611,145,0,61,0,5,619,358,20,0,6,8,560,106,138,136,300,Dragoon's Shocking Set (1x),15931,37331,2839,2028,2331
Jade Hood of Mystery (Level 100+) (No Pins),Burrower's Divination Robe (Level 160+) (No Pins),Dragoon's Shocking Boots (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),8611,121,0,61,0,0,470,347,8,0,6,8,660,96,117,136,300,Dragoon's Shocking Set (1x),15931,32051,2096,1397,1711
Jade Hood of Mystery (Level 100+) (No Pins),Burrower's Divination Robe (Level 160+) (No Pins),Dragoon's Shocking Boots (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),8611,148,0,61,0,5,607,334,16,0,6,8,842,96,117,136,300,Dragoon's Shocking Set (1x),15931,36891,2728,1910,2234
Jade Hood of Mystery (Level 100+) (No Pins),Burrower's Divination Robe (Level 160+) (No Pins),Dragoon's Shocking Boots (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),8611,145,0,61,0,5,626,318,20,0,6,8,660,96,138,136,300,Dragoon's Shocking Set (1x),15931,37331,2844,2031,2335
Jade Hood of Mystery (Level 100+) (No Pins),Burrower's Divination Robe (Level 160+) (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),8603,122,0,61,0,0,523,544,14,0,6,17,560,76,119,191,300,No Gear Set,15923,33363,2323,1608,1901
Jade Hood of Mystery (Level 100+) (No Pins),Burrower's Divination Robe (Level 160+) (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),8603,149,0,61,0,5,660,531,22,0,6,17,742,76,119,191,300,No Gear Set,15923,38203,2985,2152,2454
Jade Hood of Mystery (Level 100+) (No Pins),Burrower's Divination Robe (Level 160+) (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),8603,146,0,61,0,5,679,515,26,0,6,17,560,76,140,191,300,No Gear Set,15923,38643,3100,2273,2555
Jade Hood of Mystery (Level 100+) (No Pins),Burrower's Divination Robe (Level 160+) (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),7878,70,0,67,0,0,227,452,8,0,14,10,560,97,105,136,300,No Gear Set,15918,25918,1426,951,1196
Jade Hood of Mystery (Level 100+) (No Pins),Burrower's Divination Robe (Level 160+) (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),7878,97,0,67,0,5,364,439,16,0,14,10,742,97,105,136,300,No Gear Set,15918,30758,1987,1391,1642
Jade Hood of Mystery (Level 100+) (No Pins),Burrower's Divination Robe (Level 160+) (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),7878,94,0,67,0,5,383,423,20,0,14,10,560,97,126,136,300,No Gear Set,15918,31198,2073,1480,1714
Jade Hood of Mystery (Level 100+) (No Pins),Burrower's Divination Robe (Level 160+) (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),7878,70,0,67,0,0,234,412,8,0,14,10,660,87,105,136,300,No Gear Set,15918,25918,1433,955,1200
Jade Hood of Mystery (Level 100+) (No Pins),Burrower's Divination Robe (Level 160+) (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),7878,97,0,67,0,5,371,399,16,0,14,10,842,87,105,136,300,No Gear Set,15918,30758,1994,1395,1647
Jade Hood of Mystery (Level 100+) (No Pins),Burrower's Divination Robe (Level 160+) (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),7878,94,0,67,0,5,390,383,20,0,14,10,660,87,126,136,300,No Gear Set,15918,31198,2079,1485,1719
Jade Hood of Mystery (Level 100+) (No Pins),Fraught Plot Armor (Level 170+) (No Pins),Dragoon's Shocking Boots (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),8358,125,0,63,0,8,532,391,7,0,6,20,560,90,97,136,300,Dragoon's Shocking Set (1x),15918,32318,2149,1422,1749
Jade Hood of Mystery (Level 100+) (No Pins),Fraught Plot Armor (Level 170+) (No Pins),Dragoon's Shocking Boots (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),8358,152,0,63,0,13,669,378,15,0,6,20,742,90,97,136,300,Dragoon's Shocking Set (1x),15918,37158,2781,1936,2277
Jade Hood of Mystery (Level 100+) (No Pins),Fraught Plot Armor (Level 170+) (No Pins),Dragoon's Shocking Boots (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),8358,149,0,63,0,13,688,362,19,0,6,20,560,90,118,136,300,Dragoon's Shocking Set (1x),15918,37598,2900,2061,2381
Jade Hood of Mystery (Level 100+) (No Pins),Fraught Plot Armor (Level 170+) (No Pins),Dragoon's Shocking Boots (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),8358,125,0,63,0,8,539,351,7,0,6,20,660,80,97,136,300,Dragoon's Shocking Set (1x),15918,32318,2154,1425,1753
Jade Hood of Mystery (Level 100+) (No Pins),Fraught Plot Armor (Level 170+) (No Pins),Dragoon's Shocking Boots (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),8358,152,0,63,0,13,676,338,15,0,6,20,842,80,97,136,300,Dragoon's Shocking Set (1x),15918,37158,2786,1939,2281
Jade Hood of Mystery (Level 100+) (No Pins),Fraught Plot Armor (Level 170+) (No Pins),Dragoon's Shocking Boots (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),8358,149,0,63,0,13,695,322,19,0,6,20,660,80,118,136,300,Dragoon's Shocking Set (1x),15918,37598,2905,2065,2385
Jade Hood of Mystery (Level 100+) (No Pins),Fraught Plot Armor (Level 170+) (No Pins),Dragoon's Shocking Boots (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),8354,129,0,63,0,8,513,411,7,0,6,8,560,98,97,191,300,Dragoon's Shocking Set (1x),15914,32794,2174,1439,1770
Jade Hood of Mystery (Level 100+) (No Pins),Fraught Plot Armor (Level 170+) (No Pins),Dragoon's Shocking Boots (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),8354,156,0,63,0,13,650,398,15,0,6,8,742,98,97,191,300,Dragoon's Shocking Set (1x),15914,37634,2812,1958,2302
Jade Hood of Mystery (Level 100+) (No Pins),Fraught Plot Armor (Level 170+) (No Pins),Dragoon's Shocking Boots (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),8354,153,0,63,0,13,669,382,19,0,6,8,560,98,118,191,300,Dragoon's Shocking Set (1x),15914,38074,2934,2085,2408
Jade Hood of Mystery (Level 100+) (No Pins),Burrower's Divination Robe (Level 160+) (No Pins),Dragoon's Shocking Boots (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Fierce Dream Reaver Knife (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),8591,108,0,61,0,0,405,400,8,0,6,8,560,90,117,191,300,Dragoon's Shocking Set (1x),15911,30471,1923,1282,1575
Jade Hood of Mystery (Level 100+) (No Pins),Burrower's Divination Robe (Level 160+) (No Pins),Dragoon's Shocking Boots (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),8591,135,0,61,0,5,542,387,16,0,6,8,742,90,117,191,300,Dragoon's Shocking Set (1x),15911,35311,2537,1776,2079
Jade Hood of Mystery (Level 100+) (No Pins),Burrower's Divination Robe (Level 160+) (No Pins),Dragoon's Shocking Boots (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),8591,132,0,61,0,5,561,371,20,0,6,8,560,90,138,191,300,Dragoon's Shocking Set (1x),15911,35751,2645,1889,2172
Jade Hood of Mystery (Level 100+) (No Pins),Burrower's Divination Robe (Level 160+) (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Fierce Dream Reaver Knife (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),7864,89,0,67,0,0,397,465,8,0,14,22,560,75,105,191,300,No Gear Set,15904,28184,1741,1161,1427
Jade Hood of Mystery (Level 100+) (No Pins),Burrower's Divination Robe (Level 160+) (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),7864,116,0,67,0,5,534,452,16,0,14,22,742,75,105,191,300,No Gear Set,15904,33024,2326,1628,1906
Jade Hood of Mystery (Level 100+) (No Pins),Burrower's Divination Robe (Level 160+) (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Fierce Dream Reaver Knife (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Fraught Archival Band (Level 170+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),7864,113,0,67,0,5,553,436,20,0,14,22,560,75,126,191,300,No Gear Set,15904,33464,2423,1730,1990
Jade Hood of Mystery (Level 100+) (No Pins),Fraught Plot Armor (Level 170+) (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),7621,78,0,69,0,8,277,476,7,0,14,10,560,89,85,191,300,No Gear Set,15901,26661,1521,1007,1263
Jade Hood of Mystery (Level 100+) (No Pins),Fraught Plot Armor (Level 170+) (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),7621,105,0,69,0,13,414,463,15,0,14,10,742,89,85,191,300,No Gear Set,15901,31501,2087,1453,1717
Jade Hood of Mystery (Level 100+) (No Pins),Fraught Plot Armor (Level 170+) (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),7621,102,0,69,0,13,433,447,19,0,14,10,560,89,106,191,300,No Gear Set,15901,31941,2178,1548,1794
Jade Hood of Mystery (Level 100+) (No Pins),Burrower's Divination Robe (Level 160+) (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),7851,88,0,67,0,0,316,452,8,0,14,10,560,103,105,136,300,No Gear Set,15891,28051,1666,1110,1376
Jade Hood of Mystery (Level 100+) (No Pins),Burrower's Divination Robe (Level 160+) (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),7851,115,0,67,0,5,453,439,16,0,14,10,742,103,105,136,300,No Gear Set,15891,32891,2252,1576,1850
Jade Hood of Mystery (Level 100+) (No Pins),Burrower's Divination Robe (Level 160+) (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Science Deck (TriPip),7851,112,0,67,0,5,472,423,20,0,14,10,560,103,126,136,300,No Gear Set,15891,33331,2348,1677,1932
Jade Hood of Mystery (Level 100+) (No Pins),Burrower's Divination Robe (Level 160+) (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),7851,88,0,67,0,0,323,412,8,0,14,10,660,93,105,136,300,No Gear Set,15891,28051,1672,1115,1380
Jade Hood of Mystery (Level 100+) (No Pins),Burrower's Divination Robe (Level 160+) (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),7851,115,0,67,0,5,460,399,16,0,14,10,842,93,105,136,300,No Gear Set,15891,32891,2257,1580,1854
Jade Hood of Mystery (Level 100+) (No Pins),Burrower's Divination Robe (Level 160+) (No Pins),Mysterious Jade Boots (Level 110+) (No Pins),Squall Trueflight Bow (Level 170+) (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Burrower's Divination Ring (Level 160+) (No Jewels),Other (Chris Storm Pet),Battle Narwhal,Supreme Electric Deck (No Jewels),7851,112,0,67,0,5,479,383,20,0,14,10,660,93,126,136,300,No Gear Set,15891,33331,2353,1681,1936
Jade Hood of Mystery (Level 100+) (No Pins),Burrower's Divination Robe (Level 160+) (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Aphrodite's Tanglevine Staff (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),8570,108,0,61,0,0,384,544,14,0,6,5,560,88,119,191,300,No Gear Set,15890,31650,2064,1429,1701
Jade Hood of Mystery (Level 100+) (No Pins),Burrower's Divination Robe (Level 160+) (No Pins),Burrower's Divination Boots (Level 160+) (No Pins),Fraught Archival Quill (Level 170+) (No Jewels),Burrower's Divination Athame (Level 160+) (No Jewels),Fraught Archival Ampul (Level 170+) (No Jewels),Seal of the WoodWard (TerOIC),Other (Chris Storm Pet),Battle Narwhal,Fraught Archival Array (Level 170+) (No Jewels),8570,135,0,61,0,5,521,531,22,0,6,5,742,88,119,191,300,No Gear Set,15890,36490,2709,1953,2229
